date,action,reason_codes,vrp_regime,vrp_raw,vrp_zscore,vrp_scalar,vrp_confidence,regime_label,regime_pi_width,regime_zscore,regime_multiplier,spot,vix,composite_scalar,expiry,short_strike,long_strike,spread_width,contracts,credit_received,dte,call_overlay,pnl,pnl_pct_nav,spot_at_expiry,exit_reason
2012-06-18,SKIP,VRP_INVERTED (z=-0.83),INVERTED,3.445664405822754,-0.8262835716592021,0.0,0.5,STABLE,8.802261558700238,-1.0792561099559899,1.0,1344.780029296875,18.31999969482422,,,,,,,,,,,,,
2012-07-23,ENTER,RV_CLASS_REDUCE_25% | BINDING: VRP | ENTER: scalar=0.614,LEAN,4.536818504333496,-0.4838893811292752,0.33,1.0,STABLE,8.71143489287388,-1.5073239385719603,1.0,1350.52001953125,18.6200008392334,0.6139014578904337,2012-08-17,1280.0,1210.0,70.0,18.0,7740.000000000001,23.0,False,7740.000000000001,0.007303661030863631,1418.16,EXPIRY
2012-08-20,SKIP,VRP_INVERTED (z=-0.62),INVERTED,4.010172843933105,-0.6240860284877403,0.0,1.0,STABLE,8.93615634662607,-0.44485728254474044,1.0,1418.1300048828125,14.020000457763672,,,,,,,,,,,,,
2012-09-24,SKIP,VRP_INVERTED (z=-0.73),INVERTED,3.598633766174316,-0.7326668254182768,0.0,1.0,STABLE,8.86010986326063,-0.7689215225575922,1.0,1456.8900146484375,14.149999618530272,,,,,,,,,,,,,
2012-10-22,ENTER,BINDING: VRP | ENTER: scalar=0.819,LEAN,4.358834266662598,-0.40244487793714795,0.33,1.0,STABLE,8.87325769574636,-0.6723779698946922,1.0,1433.8199462890625,16.6200008392334,0.818535277187245,2012-11-16,1365.0,1295.0,70.0,24.0,9900.0,30.0,False,-2387.999999999738,-0.002258466767767799,1359.88,EXPIRY
2012-11-19,SKIP,VRP_INVERTED (z=-1.22),INVERTED,2.393237113952637,-1.2154799148620128,0.0,1.0,STRESSED,9.260670135809619,1.258578657204823,0.5,1386.8900146484375,15.239999771118164,,,,,,,,,,,,,
2012-12-24,SKIP,BUILD_FAIL | BINDING: EQUAL | ENTER: scalar=0.000,RICH,6.286989212036133,0.974208943023728,1.0,,STABLE,9.08356070917589,0.34944113493954193,1.0,1426.6600341796875,17.84000015258789,,,,,,,,,,,,,
2013-01-22,SKIP,VRP_INVERTED (z=-1.33),INVERTED,2.334290504455566,-1.3326882113024343,0.0,1.0,STABLE,8.780462809249787,-1.1559028146059847,1.0,1492.56005859375,12.43000030517578,,,,,,,,,,,,,
2013-02-19,SKIP,VRP_INVERTED (z=-1.31),INVERTED,2.148585319519043,-1.3099755331881,0.0,1.0,STABLE,9.009476907205382,-0.011621372368135121,1.0,1530.93994140625,12.3100004196167,,,,,,,,,,,,,
2013-03-18,SKIP,VRP_INVERTED (z=-0.71),INVERTED,2.915163993835449,-0.7056424067181173,0.0,1.0,STRESSED,9.253656522797288,1.1984891158025621,0.5,1552.0999755859375,13.359999656677246,,,,,,,,,,,,,
2013-04-22,SKIP,VRP_INVERTED (z=-0.71),INVERTED,2.740447044372559,-0.7124501888761338,0.0,1.0,ELEVATED,9.187660650982439,0.8970236737905919,0.75,1562.5,14.390000343322754,,,,,,,,,,,,,
2013-05-20,ENTER,BINDING: VRP | ENTER: scalar=0.819,LEAN,3.046502113342285,-0.4338360877105192,0.33,1.0,STABLE,8.83616935531565,-0.8529637237673424,1.0,1666.2900390625,13.020000457763672,0.818535277187245,2013-06-21,1595.0,1530.0,65.0,26.0,9945.0,30.0,False,3263.0000000001655,0.0030765096747886623,1592.43,EXPIRY
2013-06-24,SKIP,BUILD_FAIL | RV_CLASS_REDUCE_25% | BINDING: EQUAL | ENTER: scalar=0.000,RICH,4.550195693969727,0.7213299872632085,1.0,,STABLE,9.05555648730635,0.2929345217750079,1.0,1573.0899658203125,20.110000610351562,,,,,,,,,,,,,
2013-07-22,SKIP,VRP_INVERTED (z=-0.57),INVERTED,2.615562438964844,-0.569998464638613,0.0,1.0,STABLE,8.754754250951628,-1.236137245470963,1.0,1695.530029296875,12.289999961853027,,,,,,,,,,,,,
2013-08-19,SKIP,REGIME_CRISIS (z=1.56),RICH,4.328279495239258,0.7304203630357525,1.0,1.0,CRISIS,9.30822960572989,1.5635851091214101,0.0,1646.06005859375,15.100000381469728,,,,,,,,,,,,,
2013-09-23,SKIP,BUILD_FAIL | BINDING: EQUAL | ENTER: scalar=0.000,RICH,4.599156379699707,0.9916397054994376,1.0,,STABLE,9.034914956483613,0.1605928759283111,1.0,1701.8399658203125,14.3100004196167,,,,,,,,,,,,,
2013-10-21,ENTER,BINDING: VRP | ENTER: scalar=0.819,LEAN,3.0107421875,-0.19347516104435564,0.33,1.0,STABLE,8.87087634417065,-0.6523194095351155,1.0,1744.6600341796875,13.15999984741211,0.818535277187245,2013-11-15,1680.0,1610.0,70.0,24.0,8400.0,30.0,False,8400.0,0.0078576824046379,1798.18,EXPIRY
2013-11-18,ENTER,BINDING: VRP | ENTER: scalar=0.574,NORMAL,3.403630256652832,0.1966095414390779,0.67,1.0,STABLE,8.717556435560832,-1.3693905288440238,1.0,1791.530029296875,13.100000381469728,0.5744562646538028,2013-12-20,1715.0,1635.0,80.0,15.0,6187.5,30.0,False,6187.5,0.00575471654242679,1818.32,EXPIRY
2013-12-23,ENTER,BINDING: VRP | ENTER: scalar=0.574,NORMAL,3.383435249328613,0.237497423530671,0.67,1.0,STABLE,8.969230691812012,-0.1392741411796912,1.0,1827.989990234375,13.039999961853027,0.5744562646538028,2014-01-17,1765.0,1675.0,90.0,13.0,4875.0,23.0,False,4875.0,0.004513554551514701,1838.7,EXPIRY
2014-01-21,ENTER,BINDING: VRP | ENTER: scalar=0.574,NORMAL,3.234501838684082,0.19218099059105087,0.67,1.0,STABLE,8.648799342674273,-1.6510230817775557,1.0,1843.800048828125,12.869999885559082,0.5744562646538028,2014-02-21,1765.0,1675.0,90.0,13.0,5362.5,29.0,False,5362.5,0.004940381457331915,1836.25,EXPIRY
2014-02-24,SKIP,VRP_INVERTED (z=-0.85) | REGIME_CRISIS (z=1.88),INVERTED,2.050721168518066,-0.8513197022103179,0.0,1.0,CRISIS,9.39651644861366,1.875119669124681,0.0,1847.6099853515625,14.229999542236328,,,,,,,,,,,,,
2014-03-24,ENTER,RV_CLASS_REDUCE_25% | BINDING: VRP | ENTER: scalar=0.431,NORMAL,3.197033882141113,0.033583089399352,0.67,1.0,STABLE,8.747339051545332,-1.1048532828183864,1.0,1857.43994140625,15.09000015258789,0.4308421984903521,2014-04-17,1780.0,1695.0,85.0,11.0,4977.500000000001,23.0,False,4977.500000000001,0.004564754865097851,1864.85,EXPIRY
2014-04-21,ENTER,BINDING: VRP | ENTER: scalar=0.574,NORMAL,3.354233741760254,0.13864638043362143,0.67,1.0,STABLE,8.50907119088174,-2.200326857513956,1.0,1871.8900146484373,13.25,0.5744562646538028,2014-05-16,1800.0,1730.0,70.0,17.0,7140.000000000001,26.0,False,7140.000000000001,0.0065053391158569895,1877.86,EXPIRY
2014-05-19,SKIP,VRP_INVERTED (z=-0.63),INVERTED,2.485441207885742,-0.6294522717783825,0.0,1.0,ELEVATED,9.09746044157871,0.5008501874368018,0.75,1885.0799560546875,12.420000076293944,,,,,,,,,,,,,
2014-06-23,SKIP,VRP_INVERTED (z=-1.97),INVERTED,0.7276496887207031,-1.968517600742928,0.0,1.0,STABLE,8.898364860807975,-0.4785758426969758,1.0,1962.6099853515625,10.979999542236328,,,,,,,,,,,,,
2014-07-21,ENTER,BINDING: VRP | ENTER: scalar=0.819,LEAN,2.896214485168457,-0.029903958172561508,0.33,1.0,STABLE,9.09402879130705,0.46159649971088346,1.0,1973.6300048828125,12.8100004196167,0.818535277187245,2014-08-15,1900.0,1815.0,85.0,21.0,8872.5,30.0,False,8872.5,0.008019016071924854,1955.06,EXPIRY
2014-08-18,ENTER,BINDING: VRP | ENTER: scalar=0.819,LEAN,2.549465179443359,-0.31795511800144316,0.33,1.0,STABLE,8.968319387056185,-0.11314487774899165,1.0,1971.739990234375,12.31999969482422,0.818535277187245,2014-09-19,1890.0,1800.0,90.0,20.0,9700.000000000002,30.0,False,9700.000000000002,0.008690724443558447,2010.4,EXPIRY
2014-09-22,SKIP,BUILD_FAIL | BINDING: EQUAL | ENTER: scalar=0.000,RICH,3.531203269958496,0.5988718098558284,1.0,,STABLE,8.777529928788034,-1.0286923188640182,1.0,1994.2900390625,13.6899995803833,,,,,,,,,,,,,
2014-10-20,ENTER,BINDING: VRP | ENTER: scalar=0.705,NORMAL,2.842555046081543,0.02248869460798564,0.67,1.0,ELEVATED,9.211147040541277,0.9938974402588424,0.75,1904.010009765625,18.56999969482422,0.7053367989832942,2014-11-21,1785.0,1675.0,110.0,14.0,11095.0,30.0,False,11095.0,0.009842733609675062,2063.5,EXPIRY
2014-11-24,SKIP,REGIME_CRISIS (z=1.81),NORMAL,3.235187530517578,0.29131012969470954,0.67,1.0,CRISIS,9.37300977217629,1.8060477720867063,0.0,2069.409912109375,12.619999885559082,,,,,,,,,,,,,
2014-12-22,SKIP,BUILD_FAIL | BINDING: EQUAL | ENTER: scalar=0.000,RICH,3.624950408935547,0.57797449415077,1.0,,STABLE,8.760356680057908,-1.164564143242427,1.0,2078.5400390625,15.25,,,,,,,,,,,,,
2015-01-20,SKIP,REGIME_CRISIS (z=2.10),RICH,4.55068302154541,1.1022222060691917,1.0,1.0,CRISIS,9.445638248489018,2.0967440950713097,0.0,2022.550048828125,19.88999938964844,,,,,,,,,,,,,
2015-02-23,SKIP,BUILD_FAIL | BINDING: EQUAL | ENTER: scalar=0.000,RICH,3.821161270141602,0.5342767469290021,1.0,,STABLE,8.967255449264478,-0.22262317029301865,1.0,2109.659912109375,14.5600004196167,,,,,,,,,,,,,
2015-03-23,ENTER,BINDING: VRP | ENTER: scalar=0.574,NORMAL,3.308700561523438,0.20433844574025525,0.67,1.0,STABLE,8.894397647164492,-0.585182099828677,1.0,2104.419921875,13.40999984741211,0.5744562646538028,2015-04-17,2025.0,1945.0,80.0,16.0,7039.999999999999,23.0,False,7039.999999999999,0.006206648784347605,2081.18,EXPIRY
2015-04-20,ENTER,BINDING: REGIME | ENTER: scalar=0.815,NORMAL,3.18877124786377,0.11320947676156552,0.67,1.0,STRESSED,9.247599230774643,1.2192338388768438,0.5,2100.39990234375,13.300000190734863,0.8154753215150046,2015-05-15,2020.0,1940.0,80.0,23.0,11442.500000000002,30.0,False,11442.500000000002,0.009987256810187566,2122.73,EXPIRY
2015-05-18,ENTER,BINDING: VRP | ENTER: scalar=0.819,LEAN,2.756501197814941,-0.1785471558595211,0.33,1.0,STABLE,9.067285760273393,0.2745874716948782,1.0,2129.199951171875,12.729999542236328,0.818535277187245,2015-06-19,2035.0,1940.0,95.0,19.0,10877.5,30.0,False,10877.5,0.009404822376171277,2109.99,EXPIRY
2015-06-22,SKIP,REGIME_CRISIS (z=1.67),LEAN,2.530744552612305,-0.4435952714456505,0.33,1.0,CRISIS,9.332748339710932,1.6659745787443863,0.0,2122.85009765625,12.739999771118164,,,,,,,,,,,,,
2015-07-20,SKIP,VRP_INVERTED (z=-0.91),INVERTED,2.04964542388916,-0.9075218457730568,0.0,1.0,STABLE,8.830841722687898,-1.002917886372295,1.0,2128.280029296875,12.25,,,,,,,,,,,,,
2015-08-24,SKIP,REGIME_CRISIS (z=1.97),EXTREMELY_RICH,10.87485313415527,5.016625017890903,1.0,1.0,CRISIS,9.385144736924062,1.970717715917662,0.0,1893.2099609375,40.7400016784668,,,,,,,,,,,,,
2015-09-21,SKIP,BUILD_FAIL | BINDING: EQUAL | ENTER: scalar=0.000,RICH,4.972823143005371,0.6988414598069251,1.0,,STABLE,8.847702502129671,-0.9698705067613261,1.0,1966.969970703125,20.13999938964844,,,,,,,,,,,,,
2015-10-19,ENTER,BINDING: VRP | ENTER: scalar=0.574,NORMAL,3.967564582824707,0.13809642994771548,0.67,1.0,STABLE,9.08774327536016,0.3233185256927713,1.0,2033.6600341796875,14.979999542236328,0.5744562646538028,2015-11-20,1935.0,1830.0,105.0,12.0,7620.0,30.0,False,7620.0,0.006545224970634528,2089.17,EXPIRY
2015-11-23,ENTER,BINDING: VRP | ENTER: scalar=0.819,LEAN,3.745553970336914,-0.010142039189612711,0.33,1.0,STABLE,9.04284787498044,0.057443526750115576,1.0,2086.590087890625,15.619999885559082,0.818535277187245,2015-12-18,1995.0,1895.0,100.0,19.0,11257.499999999998,23.0,False,11257.499999999998,0.009577060992883663,2005.55,EXPIRY
2015-12-21,ENTER,BINDING: VRP | ENTER: scalar=0.574,NORMAL,4.521263122558594,0.3328840767969977,0.67,1.0,STABLE,9.01184435976252,-0.04513902738316278,1.0,2021.1500244140625,18.700000762939453,0.5744562646538028,2016-01-15,1915.0,1815.0,100.0,13.0,8937.499999999998,30.0,False,-36133.500000000095,-0.03171465021374383,1880.33,EXPIRY
2016-01-19,SKIP,REGIME_CRISIS (z=1.72),EXTREMELY_RICH,11.07044696807861,3.2926282615606315,1.0,1.0,CRISIS,9.33171599528874,1.7161669453751591,0.0,1881.3299560546875,26.049999237060547,,,,,,,,,,,,,
2016-02-22,SKIP,REGIME_CRISIS (z=1.50),LEAN,4.017767906188965,-0.033720819411729455,0.33,1.0,CRISIS,9.28936159057897,1.5024688883234578,0.0,1945.5,19.3799991607666,,,,,,,,,,,,,
2016-03-21,ENTER,BINDING: VRP | ENTER: scalar=0.914,LEAN,3.417147636413574,-0.3504505735748999,0.33,1.0,STRESSED,9.229419350444008,1.1614182102828654,0.5,2051.60009765625,13.789999961853027,0.9137833441248533,2016-04-15,1970.0,1890.0,80.0,26.0,11505.0,30.0,False,11505.0,0.00999707603990662,2080.73,EXPIRY
2016-04-18,SKIP,VRP_INVERTED (z=-0.68),INVERTED,2.623937606811523,-0.6842434429587413,0.0,1.0,STABLE,8.98386515659208,-0.1540087562217991,1.0,2094.340087890625,13.350000381469728,,,,,,,,,,,,,
2016-05-23,ENTER,BINDING: VRP | ENTER: scalar=0.819,LEAN,4.165729522705078,-0.045268156431967445,0.33,1.0,STABLE,8.999443944661788,-0.03281646405071132,1.0,2048.0400390625,15.81999969482422,0.818535277187245,2016-06-17,1960.0,1875.0,85.0,22.0,11990.0,23.0,False,11990.0,0.010311082521769151,2071.22,EXPIRY
2016-06-20,ENTER,BINDING: VRP | ENTER: scalar=0.819,LEAN,3.981375694274902,-0.14901356589260598,0.33,1.0,STABLE,8.80914086266153,-1.0281736054067372,1.0,2083.25,18.3700008392334,0.818535277187245,2016-07-15,1975.0,1860.0,115.0,16.0,11040.0,30.0,False,11040.0,0.00940481732803517,2161.74,EXPIRY
2016-07-18,SKIP,VRP_INVERTED (z=-0.89) | REGIME_CRISIS (z=1.75),INVERTED,2.239645004272461,-0.8945663937073757,0.0,1.0,CRISIS,9.33154167659781,1.752844471736174,0.0,2166.889892578125,12.4399995803833,,,,,,,,,,,,,
2016-08-22,SKIP,VRP_INVERTED (z=-0.81),INVERTED,2.35621452331543,-0.8088286460628037,0.0,1.0,STABLE,8.75305813869214,-1.2452119355295648,1.0,2182.639892578125,12.270000457763672,,,,,,,,,,,,,
2016-09-19,ENTER,BINDING: REGIME | ENTER: scalar=0.815,NORMAL,4.206494331359863,0.093111963828648,0.67,1.0,STRESSED,9.22594756379364,1.167259085159405,0.5,2139.1201171875,15.529999732971191,0.8154753215150046,2016-10-21,2030.0,1915.0,115.0,16.0,11120.000000000002,30.0,False,11120.000000000002,0.009384073151888226,2141.16,EXPIRY
2016-10-24,ENTER,BINDING: VRP | ENTER: scalar=0.819,LEAN,3.353397369384766,-0.26500248410698596,0.33,1.0,STABLE,9.09207599087071,0.48070285249346034,1.0,2151.330078125,13.020000457763672,0.818535277187245,2016-11-18,2065.0,1980.0,85.0,22.0,11769.999999999998,23.0,False,11769.999999999998,0.009834916292495586,2181.9,EXPIRY
2016-11-21,ENTER,BINDING: VRP | ENTER: scalar=0.867,LEAN,3.227057456970215,-0.3334679865095187,0.33,1.0,ELEVATED,9.121474944787957,0.621630183986064,0.75,2198.179931640625,12.420000076293944,0.8674675786448736,2016-12-16,2120.0,2045.0,75.0,27.0,11475.0,30.0,False,11475.0,0.009497352121675354,2258.07,EXPIRY
2016-12-19,SKIP,VRP_INVERTED (z=-0.76),INVERTED,2.29923152923584,-0.763193856996927,0.0,1.0,STRESSED,9.246727880257014,1.2086357108646977,0.5,2262.530029296875,11.710000038146973,,,,,,,,,,,,,
2017-01-23,SKIP,VRP_INVERTED (z=-1.64),INVERTED,0.6452150344848633,-1.636533844070546,0.0,1.0,STABLE,8.66710496037721,-1.6874062543423771,1.0,2265.199951171875,11.770000457763672,,,,,,,,,,,,,
2017-02-21,SKIP,VRP_INVERTED (z=-0.78),INVERTED,1.895562171936035,-0.7807216074977457,0.0,1.0,ELEVATED,9.167591493808311,0.7724066904981918,0.75,2365.3798828125,11.56999969482422,,,,,,,,,,,,,
2017-03-20,SKIP,VRP_INVERTED (z=-1.07),INVERTED,1.301916122436523,-1.067644595488179,0.0,1.0,STABLE,9.004771577289542,-0.043174114940028416,1.0,2373.469970703125,11.34000015258789,,,,,,,,,,,,,
2017-04-24,SKIP,VRP_INVERTED (z=-1.63),INVERTED,0.4547405242919922,-1.6319618302610568,0.0,1.0,ELEVATED,9.224291372010951,0.9737653494159472,0.75,2374.14990234375,10.84000015258789,,,,,,,,,,,,,
2017-05-22,SKIP,VRP_INVERTED (z=-0.76),INVERTED,1.41783332824707,-0.7607690402661492,0.0,1.0,STRESSED,9.253121292007602,1.1039201528017202,0.5,2394.02001953125,10.93000030517578,,,,,,,,,,,,,
2017-06-19,SKIP,VRP_INVERTED (z=-1.04),INVERTED,0.7032794952392578,-1.0350237042590829,0.0,1.0,STRESSED,9.261804892711355,1.1275790742121656,0.5,2453.4599609375,10.369999885559082,,,,,,,,,,,,,
2017-07-24,SKIP,VRP_NEGATIVE | VRP_INVERTED (z=-1.84),INVERTED,-0.7992095947265625,-1.8382136879751874,0.0,1.0,STRESSED,9.282937051780781,1.2256186400303979,0.5,2469.909912109375,9.43000030517578,,,,,,,,,,,,,
2017-08-21,ENTER,BINDING: VRP | ENTER: scalar=0.574,NORMAL,2.590289115905762,0.40566170287557196,0.67,1.0,STABLE,8.876284455074622,-0.7462190740123312,1.0,2428.3701171875,13.1899995803833,0.5744562646538028,2017-09-15,2340.0,2240.0,100.0,13.0,7345.0,30.0,False,7345.0,0.0060424004577252005,2500.23,EXPIRY
2017-09-18,SKIP,VRP_INVERTED (z=-0.85),INVERTED,0.4832572937011719,-0.8469184914346158,0.0,1.0,STABLE,9.004904240020245,-0.08422926279648775,1.0,2503.8701171875,10.149999618530272,,,,,,,,,,,,,
2017-10-23,ENTER,BINDING: VRP | ENTER: scalar=0.819,LEAN,1.432798385620117,-0.034313472844058966,0.33,1.0,STABLE,8.56047788971702,-2.204004222996649,1.0,2564.97998046875,11.06999969482422,0.818535277187245,2017-11-17,2485.0,2365.0,120.0,16.0,7000.0,23.0,False,7000.0,0.005725613080244874,2578.85,EXPIRY
2017-11-20,ENTER,BINDING: VRP | ENTER: scalar=0.867,LEAN,1.033698081970215,-0.138807364037215,0.33,1.0,ELEVATED,9.202321302981792,0.8566601203572143,0.75,2582.139892578125,10.649999618530272,0.8674675786448736,2017-12-15,2505.0,2405.0,100.0,21.0,9345.0,30.0,False,9345.0,0.007585710615489702,2675.81,EXPIRY
2017-12-18,SKIP,VRP_INVERTED (z=-0.68),INVERTED,0.2253494262695313,-0.6812896093240302,0.0,1.0,STABLE,9.011844359762515,-0.01110692904835614,1.0,2690.159912109375,9.529999732971191,,,,,,,,,,,,,
2018-01-22,ENTER,BINDING: VRP | ENTER: scalar=0.819,LEAN,0.6154918670654297,-0.24212364299434022,0.33,1.0,STABLE,8.561641978048392,-2.012141951480928,1.0,2832.969970703125,11.029999732971191,0.818535277187245,2018-02-16,2750.0,2635.0,115.0,17.0,8627.5,30.0,False,-21598.500000000342,-0.017845236354262738,2732.22,EXPIRY
2018-02-20,ENTER,BINDING: REGIME | ENTER: scalar=0.707,EXTREMELY_RICH,4.912611961364746,2.142254571698304,1.0,1.0,STRESSED,9.317457246166418,1.4083576752960458,0.5,2716.260009765625,20.600000381469727,0.7071067811865476,2018-03-16,2570.0,2420.0,150.0,11.0,8469.999999999998,28.0,False,8469.999999999998,0.006949498397184753,2752.01,EXPIRY
2018-03-19,SKIP,REGIME_CRISIS (z=1.71),RICH,3.01618766784668,0.9218529882947988,1.0,1.0,CRISIS,9.387647745059029,1.7074919145474756,0.0,2712.919921875,19.020000457763672,,,,,,,,,,,,,
2018-04-23,ENTER,BINDING: REGIME | ENTER: scalar=0.707,EXTREMELY_RICH,4.695971488952637,1.554834444421691,1.0,1.0,STRESSED,9.28206570126315,1.2450953176187856,0.5,2670.2900390625,16.34000015258789,0.7071067811865476,2018-05-18,2550.0,2420.0,130.0,13.0,9685.0,23.0,False,9685.0,0.007883739065738254,2712.97,EXPIRY
2018-05-21,SKIP,BUILD_FAIL | BINDING: EQUAL | ENTER: scalar=0.000,RICH,3.41829776763916,0.8572587305061631,1.0,,STABLE,8.87568084940478,-0.5292712183942152,1.0,2733.010009765625,13.079999923706056,,,,,,,,,,,,,
2018-06-18,ENTER,BINDING: VRP | ENTER: scalar=0.819,LEAN,1.347485542297363,-0.17184734146204597,0.33,1.0,STABLE,8.985622325817502,-0.06313149289458997,1.0,2773.75,12.3100004196167,0.818535277187245,2018-07-20,2670.0,2530.0,140.0,14.0,8050.0,30.0,False,8050.0,0.0065101639429111175,2801.83,EXPIRY
2018-07-23,ENTER,BINDING: VRP | ENTER: scalar=0.705,NORMAL,2.808772087097168,0.39041833166781464,0.67,1.0,ELEVATED,9.18770651904688,0.8426222414091475,0.75,2806.97998046875,12.619999885559082,0.7053367989832942,2018-08-17,2715.0,2585.0,130.0,13.0,6825.0,23.0,False,6825.0,0.0054891893130912936,2850.13,EXPIRY
2018-08-20,ENTER,BINDING: REGIME | ENTER: scalar=0.815,NORMAL,2.977832794189453,0.4256546511878093,0.67,1.0,STRESSED,9.226080226524346,1.0026294449046136,0.5,2857.050048828125,12.489999771118164,0.8154753215150046,2018-09-21,2750.0,2600.0,150.0,13.0,7735.000000000001,30.0,False,7735.000000000001,0.006182618648728147,2929.67,EXPIRY
2018-09-24,ENTER,BINDING: VRP | ENTER: scalar=0.819,LEAN,1.198545455932617,-0.4917543694075791,0.33,1.0,STABLE,8.968319387056185,-0.16113053579567121,1.0,2919.3701171875,12.199999809265137,0.818535277187245,2018-10-19,2825.0,2695.0,130.0,15.0,8175.000000000002,23.0,False,-77654.9999999997,-0.06617761729898483,2767.78,EXPIRY
2018-10-22,SKIP,BUILD_FAIL | BINDING: EQUAL | ENTER: scalar=0.000,RICH,5.016207695007324,1.2554226477398902,1.0,,STABLE,8.761324878754,-1.1242527569544134,1.0,2755.8798828125,19.63999938964844,,,,,,,,,,,,,
2018-11-19,SKIP,BUILD_FAIL | BINDING: EQUAL | ENTER: scalar=0.000,RICH,5.90361499786377,1.4770852534014864,1.0,,STABLE,9.00947690720538,-0.0019181204851085713,1.0,2690.72998046875,20.100000381469727,,,,,,,,,,,,,
2018-12-24,ENTER,BINDING: REGIME | ENTER: scalar=0.707,EXTREMELY_RICH,13.39822959899902,4.449957306037496,1.0,1.0,STRESSED,9.294199516890401,1.3616401116391952,0.5,2351.10009765625,36.06999969482422,0.7071067811865476,2019-01-18,2130.0,1980.0,150.0,11.0,13585.000000000002,23.0,False,13585.000000000002,0.011444645321300937,2670.71,EXPIRY
2019-01-22,SKIP,BUILD_FAIL | BINDING: EQUAL | ENTER: scalar=0.000,RICH,4.856762886047363,0.5676088015953059,1.0,,STABLE,9.07324847484369,0.2887027579000554,1.0,2632.89990234375,20.799999237060547,,,,,,,,,,,,,
2019-02-19,ENTER,BINDING: VRP | ENTER: scalar=0.867,LEAN,2.930830001831055,-0.2714660878650169,0.33,1.0,ELEVATED,9.18060267979931,0.7672319478061882,0.75,2779.760009765625,14.880000114440918,0.8674675786448736,2019-03-15,2670.0,2550.0,120.0,17.0,10880.0,28.0,False,10880.0,0.009082576312841324,2822.48,EXPIRY
